D,T,O,H,L,C
2017/5/5,1013,1836.17,1836.48,1835.45,1835.67
2017/5/5,1014,1835.52,1835.52,1834.49,1834.81
2017/5/5,1015,1834.81,1835.17,1833.95,1834.12
2017/5/5,1016,1834.26,1834.26,1832.09,1832.1
2017/5/5,1017,1832.22,1832.22,1831.4,1831.78
2017/5/5,1018,1831.57,1831.69,1831.17,1831.56
2017/5/5,1019,1831.56,1831.59,1831.21,1831.44
2017/5/5,1020,1831.38,1831.39,1830.75,1831.3
2017/5/5,1021,1831.04,1831.21,1830.51,1830.51
2017/5/5,1022,1830.63,1830.82,1829.91,1829.98
2017/5/5,1023,1829.84,1829.84,1828.96,1829.34
2017/5/5,1024,1829.59,1829.68,1828.84,1829.22
2017/5/5,1025,1829.2,1833.48,1829.2,1833.48
2017/5/5,1026,1835.75,1836.35,1834.63,1835.4
2017/5/5,1027,1835.66,1835.66,1834.91,1835.04
2017/5/5,1028,1835.14,1835.14,1834.19,1834.53
2017/5/5,1029,1834.47,1834.86,1834.47,1834.86
2017/5/5,1030,1834.85,1835.07,1834.04,1834.8
2017/5/5,1031,1834.92,1835.17,1834.69,1834.69
2017/5/5,1032,1835.02,1835.19,1834.17,1834.49
2017/5/5,1033,1834.63,1834.63,1833.9,1833.93
2017/5/5,1034,1833.98,1834.13,1833.27,1833.83
2017/5/5,1035,1833.64,1833.95,1833.49,1833.59
2017/5/5,1036,1833.64,1833.96,1833.48,1833.81
2017/5/5,1037,1833.5,1833.79,1833.36,1833.48
2017/5/5,1038,1833.44,1833.62,1833.27,1833.62
2017/5/5,1039,1833.63,1834.39,1833.63,1834.39
2017/5/5,1040,1834.6,1835.26,1834.55,1835.09
2017/5/5,1041,1835.16,1835.21,1834.86,1834.96
2017/5/5,1042,1834.87,1835.2,1834.81,1835.09
2017/5/5,1043,1834.88,1835.32,1834.78,1835.32
2017/5/5,1044,1835.28,1835.51,1834.25,1834.32
2017/5/5,1045,1834.39,1834.66,1833.7,1833.7
2017/5/5,1046,1833.55,1833.61,1831.41,1831.44
2017/5/5,1047,1831.21,1831.31,1830.69,1831.02
2017/5/5,1048,1830.81,1830.87,1830.56,1830.84
2017/5/5,1049,1830.84,1833.14,1830.6,1833.14
2017/5/5,1050,1832.91,1833.77,1832.91,1833.57
2017/5/5,1051,1833.57,1833.73,1833.11,1833.42
2017/5/5,1052,1833.39,1833.49,1833.14,1833.42
2017/5/5,1053,1833.31,1833.5,1832.95,1832.95
2017/5/5,1054,1833,1833.08,1831.73,1832.21
2017/5/5,1055,1832.24,1832.35,1832.11,1832.12
2017/5/5,1056,1832.12,1832.12,1831.48,1831.48
2017/5/5,1057,1831.55,1831.59,1831.17,1831.32
2017/5/5,1058,1831.31,1831.46,1831.15,1831.32
2017/5/5,1059,1831.37,1831.87,1831.29,1831.85
2017/5/5,1100,1831.9,1832.04,1831.72,1831.79
2017/5/5,1101,1831.98,1832.16,1831.69,1831.71
2017/5/5,1102,1831.69,1831.75,1830.44,1830.46
2017/5/5,1103,1830.43,1830.43,1829.53,1829.53
2017/5/5,1104,1829.5,1829.5,1827.94,1828.01
2017/5/5,1105,1828.04,1828.04,1827.34,1827.34
2017/5/5,1106,1827.41,1829.27,1827.15,1829.15
2017/5/5,1107,1829.15,1830.44,1829.05,1830.31
2017/5/5,1108,1830.46,1830.88,1830.1,1830.73
2017/5/5,1109,1830.81,1831.46,1830.66,1831.46
2017/5/5,1110,1831.27,1831.68,1831.12,1831.43
2017/5/5,1111,1831.44,1831.53,1831.26,1831.29
2017/5/5,1112,1831.27,1831.32,1830.73,1830.92
2017/5/5,1113,1830.81,1830.87,1830.16,1830.27
2017/5/5,1114,1830.06,1830.29,1829.35,1829.35
2017/5/5,1115,1829.39,1829.39,1828.58,1828.58
2017/5/5,1116,1828.73,1828.77,1828.37,1828.51
2017/5/5,1117,1828.48,1828.48,1827.63,1827.93
2017/5/5,1118,1827.82,1829.82,1827.68,1829.6
2017/5/5,1119,1829.31,1830.62,1829.31,1830.59
2017/5/5,1120,1830.84,1831.93,1830.74,1831.93
2017/5/5,1121,1831.9,1833.15,1831.84,1833.15
2017/5/5,1122,1832.98,1834.06,1832.98,1833.94
2017/5/5,1123,1834.03,1834.33,1834,1834.21
2017/5/5,1124,1834.34,1835.81,1834.12,1835.81
2017/5/5,1125,1835.62,1836.4,1835.59,1836.19
2017/5/5,1126,1836.28,1836.3,1835.59,1835.86
2017/5/5,1127,1835.85,1836.04,1835.57,1835.88
2017/5/5,1128,1835.95,1836.61,1835.71,1835.85
2017/5/5,1129,1835.77,1837.82,1835.67,1837.54
2017/5/5,1300,1837.35,1839.64,1837.28,1839.33
2017/5/5,1301,1839.33,1839.33,1839.33,1839.33
2017/5/5,1302,1839.32,1839.38,1838.31,1838.31
2017/5/5,1303,1838.38,1838.38,1836.33,1836.77
2017/5/5,1304,1836.92,1836.98,1836.54,1836.54
2017/5/5,1305,1836.54,1836.85,1836.37,1836.48
2017/5/5,1306,1836.59,1836.76,1835.97,1836.55
2017/5/5,1307,1836.75,1836.75,1835.74,1835.88
2017/5/5,1308,1836.03,1836.1,1835.53,1835.53
2017/5/5,1309,1835.58,1835.81,1835.38,1835.38
2017/5/5,1310,1835.5,1835.83,1835.19,1835.33
2017/5/5,1311,1835.28,1835.55,1834.89,1835.03
2017/5/5,1312,1835.31,1835.31,1833.77,1833.77
2017/5/5,1313,1833.84,1834.22,1833.69,1833.69
2017/5/5,1314,1833.77,1834.35,1833.4,1834.04
2017/5/5,1315,1834.13,1835.21,1834.08,1835.01
2017/5/5,1316,1835.31,1835.31,1834.52,1834.67
2017/5/5,1317,1834.77,1835.19,1834.72,1835.18
2017/5/5,1318,1835.35,1835.57,1835.07,1835.57
2017/5/5,1319,1835.52,1836.15,1835.52,1835.88
2017/5/5,1320,1835.93,1836.05,1835.68,1835.74
2017/5/5,1321,1835.82,1836.24,1835.82,1836.08
2017/5/5,1322,1836.09,1836.09,1835.56,1835.61
2017/5/5,1323,1835.06,1835.28,1834.99,1835.13
2017/5/5,1324,1835.08,1835.22,1834.72,1834.72
2017/5/5,1325,1834.62,1834.63,1834.14,1834.14
2017/5/5,1326,1833.95,1834.07,1833.65,1833.7
2017/5/5,1327,1833.79,1834.13,1833.66,1833.72
2017/5/5,1328,1833.73,1833.92,1833.62,1833.73
2017/5/5,1329,1833.59,1835.28,1833.5,1834.96
2017/5/5,1330,1835.01,1835.47,1835.01,1835.25
2017/5/5,1331,1835.27,1836.18,1835.27,1836.18
2017/5/5,1332,1836.09,1836.85,1836.09,1836.81
2017/5/5,1333,1836.88,1837.15,1836.83,1836.93
2017/5/5,1334,1837.1,1837.47,1837.03,1837.47
2017/5/5,1335,1837.45,1837.68,1837.09,1837.09
2017/5/5,1336,1837.04,1837.24,1837.01,1837.16
2017/5/5,1337,1837.24,1837.42,1837.07,1837.2
2017/5/5,1338,1837.1,1837.39,1837.06,1837.15
2017/5/5,1339,1837.17,1837.18,1836.62,1836.81
2017/5/5,1340,1836.73,1836.73,1836.32,1836.32
2017/5/5,1341,1836.34,1836.48,1836.13,1836.13
2017/5/5,1342,1836.19,1836.23,1835.76,1835.82
2017/5/5,1343,1835.83,1835.84,1835.56,1835.56
2017/5/5,1344,1835.54,1835.54,1835.23,1835.37
2017/5/5,1345,1835.23,1835.44,1834.68,1834.86
2017/5/5,1346,1834.85,1834.93,1834.08,1834.09
2017/5/5,1347,1834.13,1834.13,1833.45,1833.51
2017/5/5,1348,1833.32,1833.41,1832.95,1832.95
2017/5/5,1349,1832.87,1832.99,1832.51,1832.96
2017/5/5,1350,1833.12,1833.85,1832.75,1833.81
2017/5/5,1351,1833.82,1834.16,1833.78,1833.97
2017/5/5,1352,1834,1834.21,1832.97,1833.53
2017/5/5,1353,1833.48,1833.48,1833.06,1833.06
2017/5/5,1354,1833.12,1833.12,1832.23,1832.23
2017/5/5,1355,1832.28,1832.36,1830.89,1830.89
2017/5/5,1356,1830.78,1830.79,1830.25,1830.31
2017/5/5,1357,1830.4,1832.01,1830.4,1831.63
2017/5/5,1358,1831.83,1832.07,1831.74,1831.74
2017/5/5,1359,1831.8,1832.18,1831.4,1831.4
2017/5/5,1400,1831.4,1831.85,1831.4,1831.72
2017/5/5,1401,1831.74,1831.9,1831.36,1831.36
2017/5/5,1402,1831.37,1831.5,1831.23,1831.23
2017/5/5,1403,1831.1,1831.43,1831.09,1831.43
2017/5/5,1404,1831.42,1831.42,1830.51,1830.72
2017/5/5,1405,1830.66,1830.67,1830.23,1830.3
2017/5/5,1406,1830.26,1830.39,1829.9,1830.1
2017/5/5,1407,1830.17,1831.07,1830.1,1830.84
2017/5/5,1408,1831.07,1831.56,1830.9,1831.56
2017/5/5,1409,1831.51,1831.86,1831.34,1831.59
2017/5/5,1410,1831.74,1831.74,1831.06,1831.22
2017/5/5,1411,1831.12,1831.12,1829.79,1829.79
2017/5/5,1412,1829.86,1830.07,1829.28,1829.36
2017/5/5,1413,1828.83,1828.83,1827.26,1827.26
2017/5/5,1414,1827.22,1827.4,1826.95,1826.97
2017/5/5,1415,1827,1830.24,1826.85,1828.57
2017/5/5,1416,1828.51,1829.66,1828.51,1829.21
2017/5/5,1417,1829.29,1829.49,1828.1,1829.06
2017/5/5,1418,1829.25,1829.57,1829.06,1829.34
2017/5/5,1419,1829.37,1830.07,1828.9,1829.26
2017/5/5,1420,1829.32,1829.51,1829.13,1829.18
2017/5/5,1421,1829.11,1829.29,1828.91,1829.23
2017/5/5,1422,1829.16,1829.16,1828.84,1828.84
2017/5/5,1423,1828.89,1829,1828.17,1828.17
2017/5/5,1424,1828,1828.62,1827.71,1828.62
2017/5/5,1425,1829.11,1829.86,1828.76,1829.15
2017/5/5,1426,1829.22,1829.72,1829.22,1829.5
2017/5/5,1427,1829.5,1830.12,1829.5,1829.78
2017/5/5,1428,1829.77,1829.91,1829.67,1829.78
2017/5/5,1429,1829.78,1829.8,1829.31,1829.33
2017/5/5,1430,1829.23,1829.23,1828.39,1828.47
2017/5/5,1431,1828.39,1828.39,1826.85,1826.85
2017/5/5,1432,1826.63,1826.63,1825.63,1825.63
2017/5/5,1433,1825.51,1825.51,1824.97,1825.32
2017/5/5,1434,1825.24,1825.24,1824.58,1824.58
2017/5/5,1435,1824.75,1824.75,1824.24,1824.24
2017/5/5,1436,1824.22,1824.62,1824.22,1824.58
2017/5/5,1437,1824.54,1825.03,1824.42,1824.7
2017/5/5,1438,1824.72,1825.97,1824.72,1825.62
2017/5/5,1439,1825.52,1826.45,1825.52,1826.27
2017/5/5,1440,1826.48,1827.41,1826.33,1827.29
2017/5/5,1441,1827.42,1827.82,1827.22,1827.55
2017/5/5,1442,1827.52,1827.79,1827.16,1827.41
2017/5/5,1443,1827.2,1827.39,1826.89,1826.96
2017/5/5,1444,1826.78,1826.78,1824.86,1824.86
2017/5/5,1445,1824.85,1824.85,1823.82,1823.9
2017/5/5,1446,1823.76,1823.92,1823.21,1823.51
2017/5/5,1447,1823.42,1823.42,1822.49,1822.56
2017/5/5,1448,1822.65,1822.65,1821.98,1822.2
2017/5/5,1449,1821.98,1821.98,1821.44,1821.75
2017/5/5,1450,1821.88,1822.27,1821.73,1822.22
2017/5/5,1451,1822.17,1822.2,1821.95,1822.18
2017/5/5,1452,1822.07,1822.65,1822.02,1822.42
2017/5/5,1453,1822.31,1823.05,1822.31,1822.95
2017/5/5,1454,1822.92,1823.03,1821.74,1821.95
2017/5/5,1455,1821.92,1822.16,1820.58,1820.58
2017/5/5,1456,1820.68,1820.68,1819.55,1819.55
2017/5/5,1457,1819.52,1819.52,1818.86,1818.96
2017/5/5,1458,1818.66,1818.94,1818.66,1818.94
2017/5/5,1459,1818.94,1818.94,1818.94,1818.94
2017/5/5,1500,1818.19,1818.19,1818.19,1818.19
2017/5/8,931,1814.1,1814.88,1812.54,1813.41
2017/5/8,932,1812.77,1814.63,1812.77,1814.32
2017/5/8,933,1814.65,1816.79,1814.65,1816.37
2017/5/8,934,1816.55,1817.98,1816.27,1817.84
2017/5/8,935,1818.17,1818.37,1815.93,1815.93
2017/5/8,936,1815.75,1815.75,1814.11,1814.11
2017/5/8,937,1814.09,1814.09,1812.22,1812.29
2017/5/8,938,1812.01,1812.01,1810.08,1810.12
2017/5/8,939,1809.94,1811.1,1809.48,1810.86
2017/5/8,940,1812.05,1814.74,1811.31,1814.31
2017/5/8,941,1814.38,1815,1814.01,1814.89
2017/5/8,942,1814.93,1815.73,1814.93,1815.49
2017/5/8,943,1815.47,1815.86,1815.31,1815.53
2017/5/8,944,1815.42,1815.42,1814.79,1815.11
2017/5/8,945,1815.1,1815.21,1813.62,1814.04
2017/5/8,946,1814.03,1814.03,1812.99,1812.99
2017/5/8,947,1813.21,1813.21,1812.31,1812.7
2017/5/8,948,1812.59,1813.14,1812.53,1813.13
2017/5/8,949,1812.94,1813.09,1812.46,1812.82
2017/5/8,950,1812.97,1812.97,1811.16,1811.16
2017/5/8,951,1811.24,1811.24,1809.48,1809.48
2017/5/8,952,1809.58,1809.58,1807.28,1807.28
2017/5/8,953,1807.28,1810.67,1806.42,1810.67
2017/5/8,954,1810.6,1811.04,1809.7,1809.72
2017/5/8,955,1809.83,1810.5,1809.53,1810.5
2017/5/8,956,1810.59,1810.77,1810.13,1810.76
2017/5/8,957,1810.65,1811.51,1810.64,1811.23
2017/5/8,958,1811.22,1811.57,1811.19,1811.37
2017/5/8,959,1811.12,1811.2,1809.98,1810.03
2017/5/8,1000,1809.88,1810.18,1809.56,1809.89
2017/5/8,1001,1809.76,1809.91,1809.14,1809.23
2017/5/8,1002,1809.36,1809.36,1807.45,1807.61
2017/5/8,1003,1807.56,1807.56,1806.14,1806.14
2017/5/8,1004,1807.18,1812.62,1806.75,1812.62
2017/5/8,1005,1812.66,1812.95,1810.76,1812.73
2017/5/8,1006,1812.93,1813.9,1812.74,1813.9
2017/5/8,1007,1813.9,1815.82,1813.75,1815.69
2017/5/8,1008,1815.42,1815.73,1815.2,1815.48
2017/5/8,1009,1815.58,1816.63,1815.46,1816.23
2017/5/8,1010,1816.2,1816.5,1815.8,1816.2
2017/5/8,1011,1816.09,1816.36,1815.86,1815.98
2017/5/8,1012,1815.98,1816.16,1815.61,1815.88
2017/5/8,1013,1815.95,1816.79,1815.95,1816.79
2017/5/8,1014,1816.82,1817.18,1816.47,1816.81
2017/5/8,1015,1816.65,1817.74,1816.65,1817.58
2017/5/8,1016,1817.62,1819.8,1817.62,1819.8
2017/5/8,1017,1819.5,1821.02,1819.5,1820.85
2017/5/8,1018,1821.26,1822.15,1820.71,1822.15
2017/5/8,1019,1822.49,1824.48,1822.49,1824.39
2017/5/8,1020,1824.56,1824.81,1824.16,1824.71
2017/5/8,1021,1825.04,1825.59,1824.92,1825.59
2017/5/8,1022,1825.57,1825.76,1825.08,1825.21
2017/5/8,1023,1825.32,1825.34,1824.27,1824.44
2017/5/8,1024,1824.51,1824.9,1824.05,1824.12
2017/5/8,1025,1824,1824.07,1823.44,1823.55
2017/5/8,1026,1823.48,1823.48,1820.94,1820.94
2017/5/8,1027,1821.16,1821.85,1821.16,1821.6
2017/5/8,1028,1821.61,1821.74,1821.16,1821.35
2017/5/8,1029,1821.42,1821.42,1820.22,1820.22
2017/5/8,1030,1820.21,1820.38,1819.65,1819.65
2017/5/8,1031,1819.7,1819.79,1818.98,1818.98
2017/5/8,1032,1818.98,1819.08,1818.29,1818.41
2017/5/8,1033,1818.54,1818.55,1817.99,1817.99
2017/5/8,1034,1817.98,1817.99,1817.56,1817.99
2017/5/8,1035,1817.84,1817.91,1817.29,1817.38
2017/5/8,1036,1817.42,1817.49,1817.04,1817.18
2017/5/8,1037,1817.13,1817.17,1816.46,1816.5
2017/5/8,1038,1816.41,1816.41,1814.85,1814.94
2017/5/8,1039,1814.76,1814.76,1813.64,1814.29
2017/5/8,1040,1814.11,1815.1,1814.11,1815.1
2017/5/8,1041,1814.83,1814.83,1813.63,1813.97
2017/5/8,1042,1814.01,1814.43,1813.84,1814.43
2017/5/8,1043,1814.31,1814.53,1814.2,1814.26
2017/5/8,1044,1814.34,1814.55,1813.9,1814.31
2017/5/8,1045,1814.4,1814.81,1814.3,1814.63
2017/5/8,1046,1814.59,1815.17,1814.59,1815.12
2017/5/8,1047,1815.19,1815.19,1814.34,1814.87
2017/5/8,1048,1814.92,1816.65,1814.92,1816.4
2017/5/8,1049,1816.49,1817.54,1816.49,1817.31
2017/5/8,1050,1817.36,1817.5,1816.87,1817.38
2017/5/8,1051,1817.4,1818.17,1817.4,1818.1
2017/5/8,1052,1817.93,1818.34,1817.84,1818.17
2017/5/8,1053,1818.13,1818.36,1817.52,1817.68
2017/5/8,1054,1817.46,1817.58,1816.79,1816.79
2017/5/8,1055,1816.78,1816.78,1816.29,1816.53
2017/5/8,1056,1816.43,1816.53,1815.77,1815.78
2017/5/8,1057,1815.96,1816.04,1815.68,1815.69
2017/5/8,1058,1815.86,1815.89,1815.43,1815.43
2017/5/8,1059,1815.42,1815.7,1814.97,1815.23
2017/5/8,1100,1815.16,1815.63,1815.03,1815.54
2017/5/8,1101,1815.64,1815.8,1815.55,1815.69
2017/5/8,1102,1815.89,1816.01,1815.05,1815.23
2017/5/8,1103,1815.2,1815.23,1814.52,1814.7
2017/5/8,1104,1814.62,1814.67,1814.26,1814.63
2017/5/8,1105,1814.39,1814.6,1813.41,1813.46
2017/5/8,1106,1813.46,1813.46,1812.57,1812.6
2017/5/8,1107,1812.57,1812.57,1811.7,1811.7
2017/5/8,1108,1811.73,1811.73,1810.88,1811.02
2017/5/8,1109,1811.15,1813.93,1811.15,1813.58
2017/5/8,1110,1814.1,1815.81,1814.1,1815.81
2017/5/8,1111,1815.8,1815.99,1815.69,1815.99
2017/5/8,1112,1815.91,1815.91,1815.22,1815.23
2017/5/8,1113,1815.4,1815.71,1815.26,1815.44
2017/5/8,1114,1815.51,1815.51,1814.79,1814.79
2017/5/8,1115,1814.76,1814.85,1814.24,1814.27
2017/5/8,1116,1814.14,1814.17,1813.87,1813.92
2017/5/8,1117,1813.8,1813.8,1813.18,1813.44
2017/5/8,1118,1813.68,1813.68,1813.26,1813.26
2017/5/8,1119,1812.99,1813.15,1812.82,1812.83
2017/5/8,1120,1812.58,1812.69,1812.17,1812.25
2017/5/8,1121,1812.17,1812.17,1811.6,1811.67
2017/5/8,1122,1811.61,1813.25,1811.43,1813.25
2017/5/8,1123,1812.96,1813.48,1812.73,1813.34
2017/5/8,1124,1813.38,1813.55,1813.17,1813.54
2017/5/8,1125,1813.55,1813.68,1812.43,1812.57
2017/5/8,1126,1812.66,1812.73,1812.32,1812.37
2017/5/8,1127,1812.24,1812.25,1811.21,1811.24
2017/5/8,1128,1811.23,1811.37,1810.79,1810.79
2017/5/8,1129,1810.94,1810.97,1810.61,1810.77
2017/5/8,1300,1810.61,1810.61,1809.98,1810.14
2017/5/8,1301,1810.14,1810.14,1810.14,1810.14
2017/5/8,1302,1810.06,1810.06,1809.3,1809.34
2017/5/8,1303,1809.23,1809.23,1808.7,1808.7
2017/5/8,1304,1808.53,1808.53,1807.79,1807.79
2017/5/8,1305,1807.93,1807.93,1807.09,1807.47
2017/5/8,1306,1807.42,1807.42,1805.97,1806.48
2017/5/8,1307,1806.34,1806.34,1805.08,1805.25
2017/5/8,1308,1805.22,1808.17,1805.19,1807.57
2017/5/8,1309,1807.13,1807.44,1806.61,1807.14
2017/5/8,1310,1807.2,1807.38,1806.98,1807.29
2017/5/8,1311,1807.29,1807.74,1807.29,1807.4
2017/5/8,1312,1807.43,1807.78,1807.29,1807.53
2017/5/8,1313,1807.67,1807.76,1807.4,1807.44
2017/5/8,1314,1807.34,1807.52,1806.74,1806.74
2017/5/8,1315,1806.69,1806.82,1806.16,1806.21
2017/5/8,1316,1806.13,1806.29,1805.83,1805.89
2017/5/8,1317,1805.8,1806.6,1805.25,1806.07
2017/5/8,1318,1806.8,1806.8,1806.09,1806.18
2017/5/8,1319,1806.25,1806.91,1806.25,1806.81
2017/5/8,1320,1806.71,1807.1,1806.71,1806.82
2017/5/8,1321,1806.83,1807.08,1806.54,1806.62
2017/5/8,1322,1806.66,1806.71,1805.92,1805.92
2017/5/8,1323,1806,1806,1805.19,1805.19
2017/5/8,1324,1805.26,1805.38,1804.57,1804.57
2017/5/8,1325,1804.66,1804.66,1802.49,1802.51
2017/5/8,1326,1802.29,1802.29,1801.25,1801.29
2017/5/8,1327,1801.2,1801.29,1799.97,1799.97
2017/5/8,1328,1799.99,1800,1798,1798
2017/5/8,1329,1797.9,1799.49,1797.9,1798.47
2017/5/8,1330,1798.05,1798.26,1797.87,1798.21
2017/5/8,1331,1798.11,1798.23,1796.95,1797.02
2017/5/8,1332,1796.93,1796.93,1795.31,1796.42
2017/5/8,1333,1796.75,1797.89,1795.97,1797.74
2017/5/8,1334,1797.71,1799.81,1797.71,1799.78
2017/5/8,1335,1800.04,1800.26,1799.9,1799.92
2017/5/8,1336,1800.18,1800.56,1800.04,1800.19
2017/5/8,1337,1800.17,1800.43,1800.11,1800.27
2017/5/8,1338,1800.17,1800.17,1799.6,1799.66
2017/5/8,1339,1799.62,1799.93,1799.59,1799.64
2017/5/8,1340,1799.87,1799.87,1799.21,1799.21
2017/5/8,1341,1799.25,1801.75,1799.25,1801.75
2017/5/8,1342,1801.45,1802.94,1801.36,1802.9
2017/5/8,1343,1802.92,1804.71,1802.92,1804.66
2017/5/8,1344,1804.83,1805.36,1804.8,1805.2
2017/5/8,1345,1805.11,1805.28,1804.3,1804.96
2017/5/8,1346,1804.86,1804.95,1804.48,1804.95
2017/5/8,1347,1804.81,1805.16,1804.69,1804.74
2017/5/8,1348,1804.73,1805.1,1804.52,1804.96
2017/5/8,1349,1804.85,1804.87,1804.57,1804.57
2017/5/8,1350,1804.38,1804.41,1802.95,1803.1
2017/5/8,1351,1803.07,1803.37,1802.07,1802.31
2017/5/8,1352,1802.24,1802.72,1801.8,1802.44
2017/5/8,1353,1802.4,1803.63,1802.26,1803.63
2017/5/8,1354,1803.69,1805.82,1803.69,1805.82
2017/5/8,1355,1805.74,1807.48,1805.74,1807.48
2017/5/8,1356,1807.41,1808.34,1807.41,1808.1
2017/5/8,1357,1808.16,1809.04,1808.16,1809.04
2017/5/8,1358,1808.97,1809.13,1808.6,1808.77
2017/5/8,1359,1808.9,1808.9,1808.31,1808.44
2017/5/8,1400,1808.43,1808.77,1808.32,1808.56
2017/5/8,1401,1808.53,1808.72,1808.35,1808.67
2017/5/8,1402,1808.91,1808.91,1808.38,1808.4
2017/5/8,1403,1808.51,1808.67,1808.06,1808.28
2017/5/8,1404,1808.34,1808.42,1808.1,1808.25
2017/5/8,1405,1808.3,1808.78,1808.3,1808.63
2017/5/8,1406,1808.77,1809.19,1808.55,1809.19
2017/5/8,1407,1808.9,1810.03,1808.89,1810.03
2017/5/8,1408,1809.99,1810.11,1809.71,1810.08
2017/5/8,1409,1810.11,1810.17,1809.1,1809.1
2017/5/8,1410,1809.27,1809.56,1808.74,1808.74
2017/5/8,1411,1808.68,1808.86,1807.56,1807.83
2017/5/8,1412,1807.71,1807.84,1807.52,1807.59
2017/5/8,1413,1807.62,1807.67,1807.28,1807.47
2017/5/8,1414,1807.4,1807.81,1807.32,1807.37
2017/5/8,1415,1807.68,1807.73,1807.38,1807.65
2017/5/8,1416,1807.64,1807.83,1807.44,1807.83
2017/5/8,1417,1807.75,1808.52,1807.75,1808.52
2017/5/8,1418,1808.14,1808.45,1807.86,1808.06
2017/5/8,1419,1808.18,1808.3,1807.52,1808
2017/5/8,1420,1808.02,1808.04,1806.72,1806.72
2017/5/8,1421,1806.53,1806.57,1805.89,1805.9
2017/5/8,1422,1805.7,1805.7,1804.1,1804.1
2017/5/8,1423,1804.14,1804.21,1802.66,1802.66
2017/5/8,1424,1802.66,1802.66,1801.44,1801.44
2017/5/8,1425,1801.29,1801.32,1800.87,1801.06
2017/5/8,1426,1801.1,1801.95,1801.1,1801.95
2017/5/8,1427,1801.97,1803.39,1801.97,1803.24
2017/5/8,1428,1804.99,1804.99,1804.22,1804.57
2017/5/8,1429,1804.79,1805.11,1804.4,1805
2017/5/8,1430,1805.05,1805.23,1804.68,1804.88
2017/5/8,1431,1804.88,1805.29,1804.56,1804.56
2017/5/8,1432,1804.38,1804.64,1804.19,1804.28
2017/5/8,1433,1804.49,1805.02,1804.34,1804.65
2017/5/8,1434,1804.86,1805.61,1804.83,1805.54
2017/5/8,1435,1805.63,1806.07,1805.51,1806
2017/5/8,1436,1805.93,1806.55,1805.93,1806.42
2017/5/8,1437,1806.31,1806.53,1806.21,1806.35
2017/5/8,1438,1806.23,1806.45,1805.7,1805.7
2017/5/8,1439,1805.88,1805.88,1805.06,1805.19
2017/5/8,1440,1805.15,1805.21,1804.32,1804.42
2017/5/8,1441,1804.21,1804.25,1803.58,1803.6
2017/5/8,1442,1803.71,1803.81,1803.36,1803.39
2017/5/8,1443,1803.53,1803.75,1803.16,1803.28
2017/5/8,1444,1803.25,1803.48,1803.08,1803.3
2017/5/8,1445,1803.28,1803.43,1802.22,1802.32
2017/5/8,1446,1802.2,1802.2,1800.51,1800.57
2017/5/8,1447,1800.43,1800.43,1798.88,1798.88
2017/5/8,1448,1798.57,1798.61,1797.06,1797.06
2017/5/8,1449,1797.03,1797.42,1796.51,1797.03
2017/5/8,1450,1796.72,1796.85,1795.4,1795.49
2017/5/8,1451,1795.28,1795.32,1794.12,1794.12
2017/5/8,1452,1794.53,1794.53,1793.44,1793.46
2017/5/8,1453,1793.52,1793.61,1792.2,1792.2
2017/5/8,1454,1792.07,1792.07,1790.46,1790.46
2017/5/8,1455,1790.35,1790.76,1789.91,1789.97
2017/5/8,1456,1790.01,1790.25,1789.72,1789.88
2017/5/8,1457,1789.74,1790.06,1789.02,1789.13
2017/5/8,1458,1789.14,1789.25,1789.14,1789.25
2017/5/8,1459,1789.25,1789.25,1789.25,1789.25
2017/5/8,1500,1788.7,1788.7,1788.7,1788.7
2017/5/9,931,1780.51,1781.17,1779.72,1781.17
2017/5/9,932,1780.94,1787.7,1780.27,1785.93
2017/5/9,933,1786.01,1788.22,1786.01,1787.93
2017/5/9,934,1788.06,1788.53,1786.96,1788.32
2017/5/9,935,1789.04,1789.04,1787.99,1788.21
2017/5/9,936,1787.92,1788.11,1787.04,1787.08
2017/5/9,937,1786.9,1787.34,1786.89,1787.01
2017/5/9,938,1787.26,1787.3,1786.73,1786.79
2017/5/9,939,1786.68,1786.94,1786.3,1786.3
2017/5/9,940,1786.06,1786.06,1783.08,1783.08
2017/5/9,941,1782.85,1782.85,1781.43,1781.6
2017/5/9,942,1781.73,1781.89,1780.16,1780.2
2017/5/9,943,1780.04,1780.27,1779.62,1779.7
2017/5/9,944,1779.73,1781.63,1779.69,1781.58
2017/5/9,945,1782.25,1783.73,1782.21,1783.73
2017/5/9,946,1783.72,1784.78,1783.7,1784.66
2017/5/9,947,1784.6,1784.84,1784.04,1784.17
2017/5/9,948,1784.06,1784.08,1783.32,1783.38
2017/5/9,949,1783.25,1783.25,1781.29,1781.29
2017/5/9,950,1781.12,1781.71,1781.12,1781.34
2017/5/9,951,1781.45,1781.9,1780.94,1781.21
2017/5/9,952,1781.16,1781.5,1780.95,1781.28
2017/5/9,953,1781.17,1781.22,1780.68,1780.86
2017/5/9,954,1780.9,1781.38,1780.9,1781.2
2017/5/9,955,1781.4,1781.86,1781.28,1781.28
2017/5/9,956,1781.36,1781.41,1778.71,1778.71
2017/5/9,957,1778.37,1778.37,1774.78,1774.78
2017/5/9,958,1774.17,1774.17,1772.12,1772.21
2017/5/9,959,1772.09,1772.78,1771.21,1771.21
2017/5/9,1000,1771.17,1774.36,1770.59,1773.31
2017/5/9,1001,1773.25,1774.33,1773.25,1773.65
