D,T,O,H,L,C,V
2016/9/9,1049,2216.44,2216.44,2216.44,2216.44,21605
2016/9/9,1050,2216.24,2216.24,2216.24,2216.24,24079
2016/9/9,1051,2216.44,2216.44,2216.44,2216.44,40564
2016/9/9,1052,2216.69,2216.69,2216.69,2216.69,29217
2016/9/9,1053,2216.33,2216.33,2216.33,2216.33,16295
2016/9/9,1054,2215.98,2215.98,2215.61,2215.61,43897
2016/9/9,1055,2214.93,2214.93,2214.93,2214.93,26293
2016/9/9,1056,2214.01,2214.01,2214.01,2214.01,22249
2016/9/9,1057,2213.43,2213.43,2213.43,2213.43,19666
2016/9/9,1058,2213.73,2213.73,2213.57,2213.57,48334
2016/9/9,1059,2212.96,2212.96,2212.96,2212.96,18547
2016/9/9,1100,2212.44,2212.44,2212.44,2212.44,24156
2016/9/9,1101,2212.33,2212.33,2212.33,2212.33,14478
2016/9/9,1102,2211.47,2211.47,2211.23,2211.23,49281
2016/9/9,1103,2212.79,2213.02,2212.79,2213.02,29432
2016/9/9,1104,2215.08,2215.39,2215.08,2215.39,29240
2016/9/9,1105,2216.24,2216.24,2216.2,2216.2,26340
2016/9/9,1106,2216.06,2216.31,2216.06,2216.31,19845
2016/9/9,1107,2216.55,2216.55,2216.55,2216.55,11659
2016/9/9,1108,2216.48,2216.48,2216.39,2216.39,26623
2016/9/9,1109,2216.56,2216.56,2216.56,2216.56,14077
2016/9/9,1110,2216.75,2216.75,2216.75,2216.75,14837
2016/9/9,1111,2216.26,2216.26,2216.26,2216.26,29121
2016/9/9,1112,2216.49,2216.49,2216.49,2216.49,17100
2016/9/9,1113,2216.49,2216.49,2216.49,2216.49,0
2016/9/9,1114,2216.53,2217.93,2216.53,2217.93,41168
2016/9/9,1115,2218.98,2219.59,2218.98,2219.59,26384
2016/9/9,1116,2220.08,2220.08,2220.08,2220.08,18854
2016/9/9,1117,2219.86,2220.23,2219.86,2220.23,28407
2016/9/9,1118,2219.87,2219.87,2219.5,2219.5,22473
2016/9/9,1119,2219.29,2219.29,2218.91,2218.91,19731
2016/9/9,1120,2218.96,2218.96,2218.96,2218.96,10604
2016/9/9,1121,2218.76,2218.76,2218.75,2218.75,22333
2016/9/9,1122,2218.83,2218.83,2218.25,2218.25,17011
2016/9/9,1123,2218.2,2218.2,2217.5,2217.5,18867
2016/9/9,1124,2217.21,2217.21,2217.21,2217.21,8350
2016/9/9,1125,2217.26,2217.26,2217.26,2217.26,9047
2016/9/9,1126,2217.13,2217.14,2217.13,2217.14,26304
2016/9/9,1127,2217.32,2217.55,2217.32,2217.55,8807
2016/9/9,1128,2217.46,2217.46,2217.26,2217.26,16426
2016/9/9,1129,2217.41,2217.41,2217.16,2217.16,18756
2016/9/9,1300,2217.26,2218.04,2217.26,2217.86,51435
2016/9/9,1301,2217.86,2217.86,2217.86,2217.86,0
2016/9/9,1302,2217.88,2218.29,2217.84,2218.29,9786
2016/9/9,1303,2218.25,2218.25,2218.21,2218.21,8812
2016/9/9,1304,2218.13,2218.26,2218.03,2218.03,14773
2016/9/9,1305,2218.05,2218.06,2217.82,2217.82,15608
2016/9/9,1306,2217.81,2217.88,2217.67,2217.67,16295
2016/9/9,1307,2217.79,2217.83,2217.74,2217.74,19676
2016/9/9,1308,2217.41,2217.54,2217.41,2217.51,16732
2016/9/9,1309,2217.45,2217.63,2217.45,2217.63,11207
2016/9/9,1310,2217.29,2217.29,2217.24,2217.24,16787
2016/9/9,1311,2217.21,2217.21,2217.09,2217.09,10534
2016/9/9,1312,2216.3,2216.3,2216.3,2216.3,8503
2016/9/9,1313,2215.5,2215.5,2215.23,2215.23,36792
2016/9/9,1314,2215.07,2215.07,2214.85,2214.85,22785
2016/9/9,1315,2214.77,2214.91,2214.77,2214.91,17105
2016/9/9,1316,2214.83,2214.98,2214.83,2214.98,17009
2016/9/9,1317,2215.28,2215.58,2215.28,2215.58,18118
2016/9/9,1318,2215.69,2215.98,2215.69,2215.98,16920
2016/9/9,1319,2215.82,2216.23,2215.82,2216.23,23505
2016/9/9,1320,2216.39,2216.39,2216.39,2216.39,10748
2016/9/9,1321,2216.63,2216.81,2216.51,2216.81,26493
2016/9/9,1322,2216.45,2216.73,2216.45,2216.73,17777
2016/9/9,1323,2216.81,2216.81,2216.81,2216.81,11841
2016/9/9,1324,2216.77,2216.98,2216.77,2216.98,24592
2016/9/9,1325,2216.9,2216.93,2216.75,2216.93,23837
2016/9/9,1326,2217.56,2217.56,2217.56,2217.56,12954
2016/9/9,1327,2217.94,2218.66,2217.94,2218.66,25910
2016/9/9,1328,2220.06,2220.06,2220.06,2220.06,27244
2016/9/9,1329,2220.58,2220.58,2220.58,2220.58,16059
2016/9/9,1330,2221.12,2221.12,2221.12,2221.12,24986
2016/9/9,1331,2221.35,2221.35,2221.09,2221.09,30862
2016/9/9,1332,2221.27,2221.33,2221.27,2221.33,22469
2016/9/9,1333,2221.56,2221.56,2221.34,2221.34,18271
2016/9/9,1334,2221.03,2221.9,2221.03,2221.9,22554
2016/9/9,1335,2222.79,2222.79,2222.79,2222.79,8285
2016/9/9,1336,2223.25,2223.25,2223.18,2223.18,36898
2016/9/9,1337,2223.08,2223.08,2223.08,2223.08,11147
2016/9/9,1338,2222.79,2222.79,2222.43,2222.43,28695
2016/9/9,1339,2222.65,2222.65,2222.27,2222.27,24709
2016/9/9,1340,2222.33,2222.33,2222.33,2222.33,15837
2016/9/9,1341,2222,2222,2221.96,2221.96,23635
2016/9/9,1342,2221.84,2221.84,2221.53,2221.53,21956
2016/9/9,1343,2221.53,2221.53,2221.53,2221.53,0
2016/9/9,1344,2221.08,2221.08,2221.01,2221.01,42162
2016/9/9,1345,2220.61,2220.62,2220.61,2220.62,19884
2016/9/9,1346,2219.41,2219.41,2219.41,2219.41,15207
2016/9/9,1347,2219.35,2219.35,2218.48,2218.48,38100
2016/9/9,1348,2218.25,2218.25,2217.74,2217.74,32520
2016/9/9,1349,2217.15,2217.15,2216.85,2216.85,40966
2016/9/9,1350,2216.92,2216.92,2216.92,2216.92,15740
2016/9/9,1351,2216.64,2216.74,2216.64,2216.74,29680
2016/9/9,1352,2216.73,2216.73,2216.73,2216.73,13167
2016/9/9,1353,2216.78,2216.78,2216.44,2216.44,32955
2016/9/9,1354,2216.92,2216.92,2216.87,2216.87,16412
2016/9/9,1355,2217.4,2217.71,2217.4,2217.71,28957
2016/9/9,1356,2217.93,2217.93,2217.92,2217.92,18850
2016/9/9,1357,2217.65,2217.65,2217.65,2217.65,15140
2016/9/9,1358,2218.11,2218.11,2217.94,2217.94,31833
2016/9/9,1359,2217.99,2218.44,2217.99,2218.44,22872
2016/9/9,1400,2218.07,2218.13,2217.54,2217.54,38060
2016/9/9,1401,2216.83,2216.83,2216.83,2216.83,25051
2016/9/9,1402,2216.1,2216.1,2215.18,2215.18,62360
2016/9/9,1403,2214.95,2214.95,2214.95,2214.95,37051
2016/9/9,1404,2215.51,2215.51,2215.51,2215.51,30309
2016/9/9,1405,2215.95,2216.53,2215.95,2216.53,38960
2016/9/9,1406,2216.54,2216.69,2216.54,2216.69,23449
2016/9/9,1407,2217.14,2217.62,2217.14,2217.62,22905
2016/9/9,1408,2218.12,2218.57,2218.12,2218.57,26183
2016/9/9,1409,2218.46,2218.46,2218.43,2218.43,24852
2016/9/9,1410,2218.25,2218.25,2218.25,2218.25,21285
2016/9/9,1411,2218.31,2218.31,2218.3,2218.3,21861
2016/9/9,1412,2218.4,2218.4,2218.4,2218.4,12398
2016/9/9,1413,2218.45,2218.83,2218.45,2218.83,23800
2016/9/9,1414,2218.84,2218.84,2218.84,2218.84,12834
2016/9/9,1415,2218.21,2218.21,2218.03,2218.03,26547
2016/9/9,1416,2217.77,2217.77,2217.25,2217.25,23103
2016/9/9,1417,2217.26,2217.26,2216.79,2216.79,26077
2016/9/9,1418,2216.21,2216.21,2216.21,2216.21,15873
2016/9/9,1419,2216.05,2216.05,2215.72,2215.72,35609
2016/9/9,1420,2216.12,2216.15,2216.12,2216.15,29507
2016/9/9,1421,2216.12,2216.12,2216.06,2216.06,25615
2016/9/9,1422,2216.36,2216.36,2216.18,2216.31,34747
2016/9/9,1423,2215.66,2215.66,2215.66,2215.66,23181
2016/9/9,1424,2215.69,2215.69,2215.69,2215.69,17832
2016/9/9,1425,2213.57,2213.57,2211.12,2211.12,101816
2016/9/9,1426,2209.1,2209.1,2209.1,2209.1,64244
2016/9/9,1427,2208.48,2208.48,2208.48,2208.48,41011
2016/9/9,1428,2209.1,2210.86,2209.1,2210.86,76447
2016/9/9,1429,2211.76,2211.76,2211.76,2211.76,26565
2016/9/9,1430,2212.51,2212.51,2212.51,2212.51,46704
2016/9/9,1431,2211.36,2211.36,2211.36,2211.36,32484
2016/9/9,1432,2210.54,2210.54,2210.54,2210.54,30181
2016/9/9,1433,2210.31,2210.31,2210.31,2210.31,24191
2016/9/9,1434,2212.82,2212.82,2212.36,2212.36,63385
2016/9/9,1435,2213.06,2213.06,2213.06,2213.06,21222
2016/9/9,1436,2212.51,2213.3,2212.51,2213.3,42641
2016/9/9,1437,2213.86,2213.86,2213.86,2213.86,15644
2016/9/9,1438,2213.61,2213.61,2213.46,2213.46,38906
2016/9/9,1439,2213.34,2213.34,2213.34,2213.34,18240
2016/9/9,1440,2213,2213,2212.76,2212.76,33013
2016/9/9,1441,2212.67,2212.67,2212.67,2212.67,30554
2016/9/9,1442,2212.99,2212.99,2212.65,2212.65,33461
2016/9/9,1443,2211.97,2211.97,2210.98,2210.98,33801
2016/9/9,1444,2209.1,2209.1,2208.42,2208.42,44152
2016/9/9,1445,2208.1,2208.1,2207.29,2207.56,65226
2016/9/9,1446,2207.18,2207.18,2207.15,2207.15,55933
2016/9/9,1447,2207.18,2207.24,2207.18,2207.24,39748
2016/9/9,1448,2207.38,2208.1,2207.38,2208.1,49833
2016/9/9,1449,2208.61,2209.53,2208.61,2209.53,33981
2016/9/9,1450,2209.83,2209.83,2209.52,2209.52,44063
2016/9/9,1451,2209.77,2209.77,2209.27,2209.27,39733
2016/9/9,1452,2209.1,2209.1,2209.1,2209.1,24199
2016/9/9,1453,2208.47,2208.47,2207.63,2207.63,78734
2016/9/9,1454,2207.05,2207.05,2207.05,2207.05,38008
2016/9/9,1455,2206.01,2206.01,2206.01,2206.01,49075
2016/9/9,1456,2204.43,2204.43,2204.05,2204.05,142466
2016/9/9,1457,2203.82,2203.82,2203.24,2203.24,87893
2016/9/9,1458,2203.77,2203.77,2203.77,2203.77,27822
2016/9/9,1459,2203.77,2203.77,2203.77,2203.77,0
2016/9/9,1500,2202.96,2202.96,2202.96,2202.96,148809
2016/9/12,931,2163.45,2163.45,2156.21,2156.21,254316
2016/9/12,932,2156.9,2157.83,2156.9,2157.83,132306
2016/9/12,933,2159.04,2159.04,2159.04,2159.04,47881
2016/9/12,934,2160.34,2162.33,2160.34,2162.33,120938
2016/9/12,935,2162.63,2163.06,2162.63,2163.06,97883
2016/9/12,936,2162.38,2162.38,2159.58,2159.58,119802
2016/9/12,937,2157.5,2157.5,2157.5,2157.5,45365
2016/9/12,938,2155.45,2156.24,2155.45,2156.24,135668
2016/9/12,939,2159.51,2159.51,2159.51,2159.51,58898
2016/9/12,940,2161.64,2163.51,2161.64,2163.51,125663
2016/9/12,941,2164.5,2164.5,2164.5,2164.5,38186
2016/9/12,942,2165.91,2167.08,2165.91,2167.08,80157
2016/9/12,943,2168.45,2168.9,2168.45,2168.9,75503
2016/9/12,944,2168.9,2168.9,2168.9,2168.9,0
2016/9/12,945,2169.19,2169.19,2169.19,2169.19,34278
2016/9/12,946,2171.8,2171.8,2171.77,2171.77,139169
2016/9/12,947,2171.26,2171.26,2171.26,2171.26,35671
2016/9/12,948,2170.84,2171.42,2170.84,2171.42,80058
2016/9/12,949,2171.09,2171.12,2171.09,2171.12,57652
2016/9/12,950,2171.78,2171.78,2171.78,2171.78,36823
2016/9/12,951,2174.77,2175.54,2174.77,2175.54,65060
2016/9/12,952,2175.54,2175.54,2175.54,2175.54,0
2016/9/12,953,2177.42,2177.42,2177.42,2177.42,106138
2016/9/12,954,2178.2,2178.2,2178.2,2178.2,34941
2016/9/12,955,2178.07,2178.07,2178.05,2178.05,74583
2016/9/12,956,2178.67,2178.67,2178.67,2178.67,26210
2016/9/12,957,2177.97,2177.97,2176.33,2176.33,67728
2016/9/12,958,2175.39,2175.39,2175.39,2175.39,34760
2016/9/12,959,2174.37,2174.37,2173.87,2173.87,72326
2016/9/12,1000,2174.25,2174.25,2174.25,2174.25,40556
2016/9/12,1001,2174.73,2174.73,2174.73,2174.73,34708
2016/9/12,1002,2174.13,2174.13,2173.88,2173.88,62609
2016/9/12,1003,2174.67,2174.67,2174.67,2174.67,27457
2016/9/12,1004,2174.14,2174.33,2174.14,2174.33,52438
2016/9/12,1005,2174.41,2174.41,2174.09,2174.09,44448
2016/9/12,1006,2173.37,2173.37,2173.37,2173.37,22720
2016/9/12,1007,2173.08,2173.08,2172.49,2172.49,54415
2016/9/12,1008,2172.01,2172.01,2172.01,2172.01,21709
2016/9/12,1009,2172.06,2172.06,2171.94,2171.94,51941
2016/9/12,1010,2172.06,2172.06,2171.69,2171.69,41833
2016/9/12,1011,2171.27,2171.27,2171.27,2171.27,26400
2016/9/12,1012,2170.39,2170.39,2170.39,2170.39,50170
2016/9/12,1013,2170.01,2170.01,2170.01,2170.01,30598
2016/9/12,1014,2170.71,2170.71,2170.71,2170.71,27834
2016/9/12,1015,2171.78,2171.78,2171.78,2171.78,31099
2016/9/12,1016,2172.78,2172.91,2172.78,2172.91,54905
2016/9/12,1017,2173.66,2173.66,2173.66,2173.66,26896
2016/9/12,1018,2174.06,2174.06,2174.06,2174.06,19176
2016/9/12,1019,2174.34,2174.34,2174.34,2174.34,26817
2016/9/12,1020,2176.19,2176.19,2176.19,2176.19,46397
2016/9/12,1021,2176.54,2176.54,2176.54,2176.54,26877
2016/9/12,1022,2176.23,2176.23,2175.93,2175.93,49359
2016/9/12,1023,2175.37,2175.37,2175.37,2175.37,21475
2016/9/12,1024,2175.06,2175.06,2174.52,2174.52,39799
2016/9/12,1025,2173.98,2173.98,2173.98,2173.98,17312
2016/9/12,1026,2174,2174.31,2174,2174.31,36687
2016/9/12,1027,2174.74,2174.74,2174.74,2174.74,22671
2016/9/12,1028,2174.84,2174.84,2174.84,2174.84,16185
2016/9/12,1029,2173.74,2173.74,2173.2,2173.2,43010
2016/9/12,1030,2172.85,2172.85,2171.39,2171.39,36645
2016/9/12,1031,2170.17,2170.17,2170.17,2170.17,15748
2016/9/12,1032,2169.24,2169.24,2168.15,2168.15,64382
2016/9/12,1033,2167.55,2167.55,2167.42,2167.42,34908
2016/9/12,1034,2167.6,2167.73,2167.6,2167.73,42657
2016/9/12,1035,2169.69,2169.69,2169.67,2169.67,36755
2016/9/12,1036,2171.05,2171.05,2171.05,2171.05,22008
2016/9/12,1037,2171.2,2171.6,2171.2,2171.6,30969
2016/9/12,1038,2171.51,2171.51,2171.51,2171.51,23649
2016/9/12,1039,2171.35,2171.35,2171.35,2171.35,19729
2016/9/12,1040,2170.89,2171.51,2170.89,2171.51,27692
2016/9/12,1041,2171.56,2171.56,2171.56,2171.56,23088
2016/9/12,1042,2171.68,2172.3,2171.68,2172.3,27333
2016/9/12,1043,2172.37,2172.82,2172.37,2172.82,13159
2016/9/12,1044,2173.2,2173.87,2173.2,2173.87,29116
2016/9/12,1045,2174.11,2174.11,2174.11,2174.11,12072
2016/9/12,1046,2174.3,2174.38,2174.3,2174.38,33068
2016/9/12,1047,2175.08,2175.08,2175.08,2175.08,17777
2016/9/12,1048,2174.81,2175.49,2174.81,2175.49,37193
2016/9/12,1049,2176.26,2176.26,2176.26,2176.26,17177
2016/9/12,1050,2176.45,2176.78,2176.45,2176.78,33146
2016/9/12,1051,2176.78,2176.78,2176.78,2176.78,0
2016/9/12,1052,2176.78,2176.78,2176.78,2176.78,0
2016/9/12,1053,2176.93,2177.86,2176.93,2177.86,70266
2016/9/12,1054,2177.81,2177.81,2177.81,2177.81,12447
2016/9/12,1055,2178.42,2178.42,2178.42,2178.42,17332
2016/9/12,1056,2178.33,2178.61,2178.33,2178.61,33678
2016/9/12,1057,2179.35,2179.35,2179.35,2179.35,17256
2016/9/12,1058,2179.14,2179.53,2179.14,2179.53,36661
2016/9/12,1059,2179.51,2179.51,2179.51,2179.51,16536
2016/9/12,1100,2177.98,2177.98,2177.75,2177.75,34555
2016/9/12,1101,2177.28,2177.28,2177.28,2177.28,14856
2016/9/12,1102,2176.34,2176.34,2176.34,2176.34,20585
2016/9/12,1103,2176.45,2176.45,2176.16,2176.16,29218
2016/9/12,1104,2174.87,2174.87,2174.87,2174.87,8849
2016/9/12,1105,2176.66,2176.66,2176.66,2176.66,22668
2016/9/12,1106,2176.55,2176.55,2175.33,2175.33,31129
2016/9/12,1107,2174.86,2174.86,2174.86,2174.86,12455
2016/9/12,1108,2173.83,2173.83,2173.08,2173.08,26227
2016/9/12,1109,2172.73,2172.73,2172.73,2172.73,13186
2016/9/12,1110,2173.03,2173.03,2172.71,2172.71,23015
2016/9/12,1111,2173.27,2173.27,2173.27,2173.27,13015
2016/9/12,1112,2172.72,2172.82,2172.38,2172.82,25434
2016/9/12,1113,2172.99,2172.99,2172.99,2172.99,9794
2016/9/12,1114,2172.45,2172.45,2171.26,2171.26,26065
2016/9/12,1115,2171.21,2171.21,2171.21,2171.21,16417
2016/9/12,1116,2170.23,2170.23,2170.23,2170.23,23585
2016/9/12,1117,2168.89,2168.89,2167.71,2167.71,49621
2016/9/12,1118,2167.73,2167.73,2167.19,2167.19,33207
2016/9/12,1119,2166.83,2166.83,2166.83,2166.83,18420
2016/9/12,1120,2166.37,2166.37,2165.3,2165.3,40927
2016/9/12,1121,2163.63,2163.63,2163.63,2163.63,39673
2016/9/12,1122,2161.24,2161.24,2161.18,2161.18,74322
2016/9/12,1123,2160.42,2160.42,2160.42,2160.42,26223
2016/9/12,1124,2161.64,2161.82,2161.64,2161.82,49117
2016/9/12,1125,2162.36,2162.7,2162.36,2162.7,28634
2016/9/12,1126,2162.24,2162.24,2162.24,2162.24,16493
2016/9/12,1127,2162.73,2162.83,2162.73,2162.79,29300
2016/9/12,1128,2162.92,2162.94,2162.92,2162.94,19176
2016/9/12,1129,2163,2163,2162.72,2162.72,19914
2016/9/12,1300,2162.47,2162.55,2160.45,2160.45,74896
2016/9/12,1301,2160.45,2160.45,2160.45,2160.45,0
2016/9/12,1302,2160.46,2160.48,2159.76,2159.9,17029
2016/9/12,1303,2159.9,2161.45,2159.44,2161.38,19610
2016/9/12,1304,2161.93,2163.17,2161.74,2162.23,20207
2016/9/12,1305,2162.18,2162.86,2161.82,2162.63,17407
2016/9/12,1306,2163.99,2163.99,2163.11,2163.14,16070
2016/9/12,1307,2163.16,2164.04,2163.16,2164.02,16176
2016/9/12,1308,2163.79,2165.34,2163.79,2164.72,16487
2016/9/12,1309,2164.72,2164.93,2164.55,2164.79,14550
2016/9/12,1310,2164.76,2164.79,2163.76,2164.36,13542
2016/9/12,1311,2164.19,2164.34,2163.61,2163.65,14984
2016/9/12,1312,2163.68,2163.85,2163.3,2163.83,14376
2016/9/12,1313,2163.92,2164.11,2163.7,2163.89,13995
2016/9/12,1314,2163.94,2164.17,2163.84,2163.97,15190
2016/9/12,1315,2164.02,2164.24,2163.4,2163.4,16873
2016/9/12,1316,2163.42,2163.47,2162.24,2162.24,16962
2016/9/12,1317,2162.12,2162.31,2160.65,2160.65,23050
2016/9/12,1318,2160.54,2160.73,2159.73,2159.95,24516
2016/9/12,1319,2159.85,2159.85,2159.47,2159.47,5664
2016/9/12,1320,2159.43,2159.46,2159.43,2159.46,5346
2016/9/12,1321,2159.3,2159.3,2159.26,2159.3,4683
2016/9/12,1322,2159.3,2159.3,2159.22,2159.22,6021
2016/9/12,1323,2158.96,2159.23,2158.96,2159,6473
2016/9/12,1324,2159.13,2159.13,2158.86,2158.86,5617
2016/9/12,1325,2159.01,2159.01,2158.13,2158.55,4789
2016/9/12,1326,2158.38,2158.38,2158.17,2158.17,2732
2016/9/12,1327,2158.16,2158.3,2158.11,2158.11,6488
2016/9/12,1328,2157.73,2157.73,2157.73,2157.73,7632
2016/9/12,1329,2156.9,2156.9,2156,2156,57235
2016/9/12,1330,2155.66,2155.83,2155.66,2155.83,34951
2016/9/12,1331,2156.44,2156.86,2156.44,2156.86,23954
2016/9/12,1332,2157.03,2160.64,2157.03,2160.64,45904
2016/9/12,1333,2160.6,2160.6,2160.6,2160.6,17065
2016/9/12,1334,2161.41,2161.41,2161.27,2161.27,27122
2016/9/12,1335,2161.99,2161.99,2161.69,2161.69,25212
2016/9/12,1336,2161.79,2161.79,2161.71,2161.71,27948
2016/9/12,1337,2164.37,2164.37,2164.37,2164.37,160366
2016/9/12,1338,2163.9,2163.9,2163.59,2163.59,17065
2016/9/12,1339,2163.51,2163.51,2162.97,2162.97,17059
2016/9/12,1340,2162.87,2162.87,2162.62,2162.66,18166
2016/9/12,1341,2162.89,2162.89,2162.89,2162.89,8095
2016/9/12,1342,2162.6,2162.8,2162.6,2162.75,27202
2016/9/12,1343,2162.74,2162.74,2162.45,2162.45,19059
2016/9/12,1344,2162.52,2162.52,2162.38,2162.38,22815
2016/9/12,1345,2162.47,2162.47,2162.03,2162.03,20644
2016/9/12,1346,2160.58,2160.66,2160.58,2160.66,21484
2016/9/12,1347,2159.77,2159.77,2159.74,2159.74,21769
2016/9/12,1348,2159.57,2159.57,2159.57,2159.57,10354
2016/9/12,1349,2159,2159,2158.79,2158.79,31327
2016/9/12,1350,2158.32,2158.32,2157.61,2157.61,31545
2016/9/12,1351,2157.61,2157.61,2157.61,2157.61,0
2016/9/12,1352,2157.16,2157.85,2157.16,2157.85,51708
2016/9/12,1353,2158.15,2158.23,2158.15,2158.23,20355
2016/9/12,1354,2157.95,2157.95,2157.75,2157.75,11459
2016/9/12,1355,2157.46,2157.46,2157.15,2157.15,30595
2016/9/12,1356,2156.37,2156.37,2154.01,2154.01,25722
2016/9/12,1357,2153.11,2153.11,2150.85,2150.85,82961
2016/9/12,1358,2148.92,2149.79,2148.92,2149.79,76187
2016/9/12,1359,2151.74,2151.74,2151.74,2151.74,35491
2016/9/12,1400,2151.77,2152.87,2151.77,2152.87,65100
2016/9/12,1401,2153.17,2153.36,2153.17,2153.36,25888
2016/9/12,1402,2153.62,2154.19,2153.62,2154.19,27439
2016/9/12,1403,2153.84,2153.84,2153.59,2153.59,25835
2016/9/12,1404,2154.23,2154.23,2154.07,2154.07,23808
2016/9/12,1405,2154.09,2154.09,2154.09,2154.09,14496
2016/9/12,1406,2154.23,2154.23,2154.23,2154.23,14768
2016/9/12,1407,2154.39,2154.68,2154.39,2154.68,40608
2016/9/12,1408,2154.59,2154.59,2154.59,2154.59,9868
2016/9/12,1409,2153.91,2154.52,2153.91,2154.52,29983
2016/9/12,1410,2154.81,2154.99,2154.81,2154.99,22028
2016/9/12,1411,2154.69,2154.69,2153.71,2153.71,25228
2016/9/12,1412,2151.71,2151.71,2151,2151,39002
2016/9/12,1413,2150.51,2150.51,2150.06,2150.06,35228
2016/9/12,1414,2149.92,2149.92,2149.38,2149.38,23665
2016/9/12,1415,2148.66,2148.79,2148.66,2148.79,39839
2016/9/12,1416,2148.29,2149.49,2148.29,2149.49,49216
2016/9/12,1417,2153.14,2153.14,2153.14,2153.14,27133
2016/9/12,1418,2156.69,2157.62,2156.69,2157.62,43248
2016/9/12,1419,2158.37,2158.86,2158.37,2158.86,32587
2016/9/12,1420,2159.45,2159.45,2159.45,2159.45,20626
2016/9/12,1421,2159.08,2159.08,2158.99,2158.99,38798
2016/9/12,1422,2158.43,2158.43,2158.41,2158.41,18310
2016/9/12,1423,2158,2158.19,2158,2158.19,17274
2016/9/12,1424,2157.88,2157.88,2157.88,2157.88,10037
2016/9/12,1425,2157.45,2157.45,2157.15,2157.15,27647
2016/9/12,1426,2156.43,2156.43,2156.1,2156.1,24254
2016/9/12,1427,2155.39,2155.39,2155.24,2155.24,19483
2016/9/12,1428,2155.12,2155.12,2154.89,2154.89,18235
2016/9/12,1429,2154.33,2154.33,2154.1,2154.1,25684
2016/9/12,1430,2153.28,2153.28,2152.38,2152.38,30595
2016/9/12,1431,2152.1,2152.1,2152.1,2152.1,14354
2016/9/12,1432,2152.18,2152.18,2152.18,2152.18,14082
2016/9/12,1433,2153.04,2153.28,2153.04,2153.28,45764
2016/9/12,1434,2153.49,2153.49,2153.24,2153.24,27664
2016/9/12,1435,2150.93,2150.93,2150.16,2150.16,36651
2016/9/12,1436,2149.14,2149.14,2147.47,2147.47,56209
2016/9/12,1437,2146.09,2146.23,2146.09,2146.23,62444
2016/9/12,1438,2147.03,2147.03,2147.03,2147.03,26676
2016/9/12,1439,2147.3,2148.3,2147.3,2148.3,49233
2016/9/12,1440,2149.98,2150.75,2149.98,2150.75,54589
2016/9/12,1441,2152.08,2152.23,2152.08,2152.23,31820
2016/9/12,1442,2152.56,2153.04,2152.56,2153.04,39052
2016/9/12,1443,2152.86,2152.86,2152.85,2152.85,33080
2016/9/12,1444,2152.36,2152.36,2151.62,2151.72,42248
2016/9/12,1445,2150.92,2150.99,2150.92,2150.99,21744
2016/9/12,1446,2150.9,2151.1,2150.9,2151.1,39215
2016/9/12,1447,2150.84,2150.98,2150.84,2150.98,32215
2016/9/12,1448,2151,2151,2150.52,2150.52,43651
2016/9/12,1449,2150.01,2150.01,2149.57,2149.57,42736
2016/9/12,1450,2149.44,2149.44,2149.21,2149.21,48274
2016/9/12,1451,2149.43,2149.96,2149.43,2149.96,64241
2016/9/12,1452,2151.48,2151.48,2151.48,2151.48,41255
2016/9/12,1453,2151.14,2151.14,2150.85,2150.85,64144
2016/9/12,1454,2149.92,2149.92,2149.92,2149.92,41355
2016/9/12,1455,2149.53,2149.53,2148.23,2148.23,98655
2016/9/12,1456,2148.23,2148.23,2148.23,2148.23,0
2016/9/12,1457,2147.54,2147.54,2145.52,2145.52,149766
2016/9/12,1458,2145.26,2145.26,2145.26,2145.26,34340
2016/9/12,1459,2145.26,2145.26,2145.26,2145.26,0
2016/9/12,1500,2145.56,2145.56,2145.56,2145.56,144517
2016/9/13,931,2157.94,2163.17,2157.94,2163.17,77279
2016/9/13,932,2165.56,2165.56,2165.56,2165.56,44347
2016/9/13,933,2164.08,2164.08,2162.01,2162.01,119977
2016/9/13,934,2161.29,2161.68,2161.29,2161.68,65352
2016/9/13,935,2161.68,2161.68,2161.68,2161.68,0
2016/9/13,936,2163.21,2163.53,2163.21,2163.53,127375
2016/9/13,937,2163.19,2163.19,2161.95,2161.95,68002
2016/9/13,938,2160.48,2160.48,2160.48,2160.48,35345
2016/9/13,939,2159.9,2159.9,2159.9,2159.9,32562
2016/9/13,940,2158.07,2158.07,2157.7,2157.7,82368
2016/9/13,941,2157.33,2158.69,2157.33,2158.69,62017
2016/9/13,942,2158.81,2158.81,2158.81,2158.81,23419
2016/9/13,943,2159.34,2159.56,2159.34,2159.56,52781
2016/9/13,944,2159.2,2159.51,2159.2,2159.51,51185
2016/9/13,945,2159.51,2159.51,2159.51,2159.51,0
2016/9/13,946,2161.14,2162.37,2161.14,2162.37,76439
2016/9/13,947,2163.18,2163.67,2163.18,2163.67,41438
2016/9/13,948,2163.35,2163.35,2163.35,2163.35,23410
2016/9/13,949,2163.36,2163.64,2163.36,2163.64,65329
2016/9/13,950,2163.7,2163.7,2163.7,2163.7,25031
2016/9/13,951,2163.58,2163.58,2163.58,2163.58,22643
2016/9/13,952,2163.38,2163.38,2163.05,2163.05,60595
2016/9/13,953,2163,2163,2162.54,2162.54,56954
2016/9/13,954,2162.5,2162.5,2162.5,2162.5,26614
2016/9/13,955,2162.17,2162.17,2162.17,2162.17,31310
